DEVICE,DATE,DISSOLVED OXYGEN,ORP,PH,CONDUCTIVITY,TEMPERATURE
Lifeguard Dock DataPod™,01:45 11/15/2024,4.380000114440918,488.3999938964844,5.215000152587891,42570,63.61160049438476
Lifeguard Dock DataPod™,01:15 11/15/2024,4.429999828338623,598.0999755859375,4.210999965667725,42570,63.905000686645515
Lifeguard Dock DataPod™,00:45 11/15/2024,4.039999961853027,789.2999877929688,2.983000040054321,41520,63.84920043945313
Lifeguard Dock DataPod™,00:15 11/15/2024,4.670000076293945,815.9000244140625,2.739000082015991,41040,64.16959953308105
Lifeguard Dock DataPod™,23:46 11/14/2024,4.769999980926514,809.4000244140625,2.864000082015991,41270,64.17320098876954
Lifeguard Dock DataPod™,23:16 11/14/2024,5.050000190734863,744.2000122070312,3.513000011444092,41040,64.17679901123046
Lifeguard Dock DataPod™,22:46 11/14/2024,4.849999904632568,760.5,3.553999900817871,41040,64.26319961547851
Lifeguard Dock DataPod™,22:16 11/14/2024,5.400000095367432,769.0999755859375,3.842999935150147,41030,64.16060104370116
Lifeguard Dock DataPod™,21:46 11/14/2024,5.329999923706055,756.0999755859375,4.123000144958496,41690,63.883398818969724
Lifeguard Dock DataPod™,21:16 11/14/2024,5.429999828338623,699.7999877929688,4.558000087738037,43010,63.54320030212402
Lifeguard Dock DataPod™,20:46 11/14/2024,5.050000190734863,701,4.192999839782715,45920,63.06439895629883
Lifeguard Dock DataPod™,20:16 11/14/2024,4.25,742.5,4.125,45990,62.62159843444824
Lifeguard Dock DataPod™,19:47 11/14/2024,3.460000038146973,736.7000122070312,3.72000002861023,46070,62.27599945068359
Lifeguard Dock DataPod™,19:17 11/14/2024,3.319999933242798,716.2000122070312,4.198999881744385,45970,61.969999313354485
Lifeguard Dock DataPod™,18:47 11/14/2024,3.529999971389771,692.2999877929688,4.241000175476074,45740,61.70719947814942
Lifeguard Dock DataPod™,18:17 11/14/2024,3.5,740.7999877929688,4.353000164031982,45480,61.45699958801269
Lifeguard Dock DataPod™,17:47 11/14/2024,3.519999980926514,704.2999877929688,4.65500020980835,44820,60.93139991760253
Lifeguard Dock DataPod™,17:17 11/14/2024,3.569999933242798,681.5999755859375,4.834000110626221,44750,60.41120071411133
Lifeguard Dock DataPod™,16:47 11/14/2024,3.619999885559082,694.5999755859375,4.482999801635742,44690,60.4490005493164
Lifeguard Dock DataPod™,16:17 11/14/2024,3.480000019073486,753.5999755859375,4.129000186920166,44580,60.308600425720215
Lifeguard Dock DataPod™,15:48 11/14/2024,3.539999961853027,773.0999755859375,4.019999980926514,45020,60.46520023345948
Lifeguard Dock DataPod™,15:18 11/14/2024,3.47000002861023,799.5999755859375,2.437999963760376,44830,60.198800659179696
Lifeguard Dock DataPod™,14:48 11/14/2024,3.509999990463257,899.2000122070312,2.61899995803833,44570,60.09980010986329
Lifeguard Dock DataPod™,14:18 11/14/2024,3.630000114440918,759.5,3.072999954223633,44730,60.00079956054689
Lifeguard Dock DataPod™,13:48 11/14/2024,3.539999961853027,416.3999938964844,6.097000122070313,45000,60.76939964294433
Lifeguard Dock DataPod™,13:18 11/14/2024,3.630000114440918,392.1000061035156,6.665999889373779,44750,60.93500137329101
Lifeguard Dock DataPod™,12:48 11/14/2024,3.549999952316284,394.6000061035156,6.568999767303467,44810,61.43000068664551
Lifeguard Dock DataPod™,12:18 11/14/2024,3.420000076293945,395.3999938964844,6.057000160217285,44940,61.413799285888665
Lifeguard Dock DataPod™,11:49 11/14/2024,3.460000038146973,397.6000061035156,6.442999839782715,45020,61.487599945068354
Lifeguard Dock DataPod™,11:19 11/14/2024,3.339999914169312,395,6.605999946594238,44800,61.69639854431152
Lifeguard Dock DataPod™,10:49 11/14/2024,3.089999914169312,397.1000061035156,6.361999988555908,44650,61.61000137329101
Lifeguard Dock DataPod™,10:19 11/14/2024,3.130000114440918,398.7999877929688,6.422999858856201,44510,61.73060035705567
Lifeguard Dock DataPod™,09:49 11/14/2024,3.299999952316284,402.3999938964844,6.480999946594238,44650,61.95739936828613
Lifeguard Dock DataPod™,09:19 11/14/2024,3.559999942779541,403.8999938964844,6.510000228881836,44550,61.926799011230464
Lifeguard Dock DataPod™,08:49 11/14/2024,3.619999885559082,406.7999877929688,6.718999862670899,44920,62.187799835205084
Lifeguard Dock DataPod™,08:20 11/14/2024,3.890000104904175,409.7999877929688,6.788000106811524,45140,62.34980010986329
Lifeguard Dock DataPod™,07:50 11/14/2024,3.950000047683716,413.2999877929688,6.821000099182129,45320,62.41820030212402
Lifeguard Dock DataPod™,07:20 11/14/2024,4.090000152587891,416,6.88100004196167,45180,62.39120140075683
Lifeguard Dock DataPod™,06:50 11/14/2024,4.400000095367432,418.2000122070313,6.933000087738037,45150,62.68460159301758
Lifeguard Dock DataPod™,06:20 11/14/2024,4.460000038146973,419.6000061035156,6.947999954223633,44880,62.68640060424805
Lifeguard Dock DataPod™,05:50 11/14/2024,4.730000019073486,422.6000061035156,6.971000194549561,44500,62.893400192260735
Lifeguard Dock DataPod™,05:20 11/14/2024,4.820000171661377,426.7000122070313,7.126999855041504,43140,62.48660049438476
Lifeguard Dock DataPod™,04:51 11/14/2024,4.900000095367432,427.2000122070313,7.25600004196167,43440,63.19039840698242
Lifeguard Dock DataPod™,04:21 11/14/2024,5.190000057220459,427.7000122070313,8.052000045776367,43200,63.312799835205084
Lifeguard Dock DataPod™,03:51 11/14/2024,5.079999923706055,425.2999877929688,7.961999893188477,42780,63.581000137329106
Lifeguard Dock DataPod™,03:21 11/14/2024,5.179999828338623,420.7000122070313,7.874000072479248,42550,63.429800796508786
Lifeguard Dock DataPod™,02:51 11/14/2024,5.019999980926514,409.6000061035156,6.848999977111816,41400,63.60620002746582
Lifeguard Dock DataPod™,02:21 11/14/2024,5.519999980926514,407.1000061035156,8.043999671936035,42110,63.61339950561524
Lifeguard Dock DataPod™,01:51 11/14/2024,5.349999904632568,406.7999877929688,6.315000057220459,41630,63.17779846191406
Lifeguard Dock DataPod™,01:22 11/14/2024,5.909999847412109,473.5,6.63100004196167,748.9000244140625,57.16579990386963
Lifeguard Dock DataPod™,00:52 11/14/2024,7.329999923706055,404.6000061035156,7.032000064849854,0,62.058198928833015
Lifeguard Dock DataPod™,00:31 11/14/2024,7.5,402.6000061035156,7.020999908447266,0,61.087999725341795
Lifeguard Dock DataPod™,00:20 11/14/2024,7.650000095367432,421.1000061035156,7.123000144958496,0,60.218600082397465
Lifeguard Dock DataPod™,00:07 11/14/2024,7.769999980926514,424.2999877929688,7.224999904632568,0,60.717200851440424
Lifeguard Dock DataPod™,00:03 11/14/2024,7.699999809265137,393.6000061035156,7.323999881744385,0,62.500999450683594
Lifeguard Dock DataPod™,23:59 11/13/2024,7.539999961853027,407.5,7.111999988555908,0,65.3
Lifeguard Dock DataPod™,23:55 11/13/2024,7.789999961853027,203.6999969482422,7.695000171661377,0,64.28120002746581
Lifeguard Dock DataPod™,04:14 11/07/2024,2.380000114440918,612.5999755859375,8.571000099182129,40860,60.94760131835938
Lifeguard Dock DataPod™,03:44 11/07/2024,2.460000038146973,612.7999877929688,8.5649995803833,40740,61.16720085144043
Lifeguard Dock DataPod™,03:14 11/07/2024,2.640000104904175,625.2000122070312,8.609999656677246,41270,61.50739936828613
Lifeguard Dock DataPod™,02:44 11/07/2024,2.660000085830689,636.7999877929688,8.425999641418457,41300,61.71620140075683
Lifeguard Dock DataPod™,02:14 11/07/2024,3.25,680.2999877929688,8.371999740600586,42050,62.077998352050784
Lifeguard Dock DataPod™,01:44 11/07/2024,4.5,748.5,8.51099967956543,41030,62.909601593017584
Lifeguard Dock DataPod™,01:14 11/07/2024,3.319999933242798,922.7999877929688,8.241999626159668,43180,63.69080162048339
Lifeguard Dock DataPod™,00:45 11/07/2024,3.259999990463257,992,8.211000442504883,44610,63.73580093383789
Lifeguard Dock DataPod™,00:15 11/07/2024,3.259999990463257,986.9000244140625,8.140999794006348,44570,63.80960159301758
Lifeguard Dock DataPod™,23:45 11/06/2024,3.160000085830688,991,8.29800033569336,45240,63.88159980773926
Lifeguard Dock DataPod™,23:15 11/06/2024,3.279999971389771,940.2000122070312,8.284000396728516,45040,63.996798324584965
Lifeguard Dock DataPod™,22:45 11/06/2024,3.25,901.2999877929688,8.387999534606934,45160,64.00400123596192
Lifeguard Dock DataPod™,22:15 11/06/2024,3.210000038146973,896.2000122070312,8.331000328063965,45210,64.06339950561524
Lifeguard Dock DataPod™,21:45 11/06/2024,3.160000085830688,886,8.272000312805176,45230,64.01840019226074
Lifeguard Dock DataPod™,21:15 11/06/2024,3.329999923706055,855.0999755859375,8.206000328063965,45370,64.10839881896973
Lifeguard Dock DataPod™,20:46 11/06/2024,2.920000076293945,828.5,8.399999618530273,45010,63.70159912109375
Lifeguard Dock DataPod™,20:16 11/06/2024,3.009999990463257,847.7000122070312,8.319000244140625,44930,63.508998489379884
Lifeguard Dock DataPod™,19:46 11/06/2024,3.079999923706055,863.7999877929688,8.444000244140625,44800,63.467600631713864
Lifeguard Dock DataPod™,19:16 11/06/2024,3.140000104904175,866.0999755859375,8.423999786376953,44560,63.29120140075683
Lifeguard Dock DataPod™,18:46 11/06/2024,3.150000095367432,870.7999877929688,8.347000122070312,44260,63.13999862670899
Lifeguard Dock DataPod™,18:16 11/06/2024,3.160000085830688,856.2999877929688,8.26099967956543,44530,63.147201538085945
Lifeguard Dock DataPod™,17:46 11/06/2024,3.200000047683716,854.5999755859375,8.354999542236328,44080,62.73319892883301
Lifeguard Dock DataPod™,17:16 11/06/2024,3.200000047683716,882.7000122070312,8.298999786376953,43490,62.448800659179696
Lifeguard Dock DataPod™,16:46 11/06/2024,3.109999895095825,871.2999877929688,8.225000381469727,43530,62.650399780273446
Lifeguard Dock DataPod™,16:17 11/06/2024,2.950000047683716,923.7999877929688,8.137999534606934,43400,61.89619865417481
Lifeguard Dock DataPod™,15:47 11/06/2024,2.799999952316284,979.7999877929688,8.071000099182129,43200,61.80799903869628
Lifeguard Dock DataPod™,15:17 11/06/2024,2.579999923706055,1020,8.019000053405762,42820,61.92860145568848
Lifeguard Dock DataPod™,14:47 11/06/2024,3.039999961853027,1020,8.093999862670898,42760,61.95560035705567
Lifeguard Dock DataPod™,14:17 11/06/2024,2.359999895095825,1020,8.192999839782715,42580,62.14280052185058
Lifeguard Dock DataPod™,13:47 11/06/2024,2.289999961853027,597.9000244140625,8.40999984741211,42530,61.93759994506836
Lifeguard Dock DataPod™,13:17 11/06/2024,2.369999885559082,564.7999877929688,8.1850004196167,42720,62.27599945068359
Lifeguard Dock DataPod™,12:47 11/06/2024,2.339999914169312,564.0999755859375,8.428999900817871,41800,62.727798461914055
Lifeguard Dock DataPod™,12:18 11/06/2024,2.460000038146973,562.2999877929688,8.333999633789062,42850,62.83939895629884
Lifeguard Dock DataPod™,11:48 11/06/2024,2.410000085830689,562.2999877929688,8.388999938964844,42290,63.18680038452149
Lifeguard Dock DataPod™,11:18 11/06/2024,2.420000076293945,563.7999877929688,8.335000038146973,42870,63.51620140075683
Lifeguard Dock DataPod™,10:48 11/06/2024,2.450000047683716,564.5999755859375,8.364999771118164,42750,63.47300109863281
Lifeguard Dock DataPod™,10:18 11/06/2024,2.410000085830689,565.5999755859375,8.25,42750,63.46939964294433
Lifeguard Dock DataPod™,09:48 11/06/2024,2.349999904632568,568.5,8.387999534606934,42730,63.98600082397461
Lifeguard Dock DataPod™,09:18 11/06/2024,3.140000104904175,569.7999877929688,8.425000190734863,42500,63.834801483154294
Lifeguard Dock DataPod™,08:49 11/06/2024,2.390000104904175,570.5999755859375,8.038000106811523,42780,64.05259857177734
Lifeguard Dock DataPod™,08:19 11/06/2024,2.529999971389771,573.9000244140625,8.187000274658203,42180,63.733998489379886
Lifeguard Dock DataPod™,07:49 11/06/2024,2.599999904632568,575.7999877929688,7.985000133514404,42280,64.0598014831543
Lifeguard Dock DataPod™,07:19 11/06/2024,2.5,577.5999755859375,8.475000381469727,42320,64.65380134582519
Lifeguard Dock DataPod™,06:49 11/06/2024,2.529999971389771,584.7999877929688,7.927999973297119,42150,64.91120071411133
Lifeguard Dock DataPod™,06:19 11/06/2024,2.670000076293945,596.2999877929688,7.885000228881836,42440,65.0858009338379
Lifeguard Dock DataPod™,05:49 11/06/2024,2.539999961853027,604.5999755859375,8.467000007629395,42010,65.38460159301758
Lifeguard Dock DataPod™,05:20 11/06/2024,2.569999933242798,608.7999877929688,8.470000267028809,41440,64.93460159301759
Lifeguard Dock DataPod™,04:50 11/06/2024,2.490000009536743,617.0999755859375,8.031999588012695,41320,65.23520126342774
Lifeguard Dock DataPod™,04:20 11/06/2024,3.97000002861023,619.7999877929688,8.321999549865723,40820,65.38100013732911
Lifeguard Dock DataPod™,03:50 11/06/2024,4.5,624.7999877929688,7.892000198364258,40810,65.51240005493165
Lifeguard Dock DataPod™,03:20 11/06/2024,2.97000002861023,629,7.829999923706055,40810,65.54300041198731
Lifeguard Dock DataPod™,02:50 11/06/2024,3.190000057220459,638.2999877929688,8.050000190734863,39040,65.74280052185058
Lifeguard Dock DataPod™,02:20 11/06/2024,3.339999914169312,665.5999755859375,8.336000442504883,40530,65.83640060424804
Lifeguard Dock DataPod™,01:50 11/06/2024,3.519999980926514,712,8.303999900817871,40790,65.93540115356446
Lifeguard Dock DataPod™,01:21 11/06/2024,3.910000085830689,828,8.03600025177002,42140,66.0848014831543
Lifeguard Dock DataPod™,00:51 11/06/2024,4.03000020980835,953.7000122070312,8.067000389099121,44500,66.24499931335448
Lifeguard Dock DataPod™,00:21 11/06/2024,4.050000190734863,981.0999755859375,7.90500020980835,45420,66.23959884643554
Lifeguard Dock DataPod™,23:51 11/05/2024,3.900000095367432,933.2000122070312,8.314000129699707,45540,66.07759857177734
Lifeguard Dock DataPod™,23:21 11/05/2024,3.680000066757202,923.2999877929688,8.246999740600586,45380,65.95340156555176
Lifeguard Dock DataPod™,22:51 11/05/2024,3.769999980926514,943.2999877929688,8.305999755859375,45530,65.76259994506836
Lifeguard Dock DataPod™,22:21 11/05/2024,3.630000114440918,985.2000122070312,8.307000160217285,45550,65.63480148315429
Lifeguard Dock DataPod™,21:51 11/05/2024,3.309999942779541,923,8.098999977111816,45760,65.46200027465821
Lifeguard Dock DataPod™,21:22 11/05/2024,3.150000095367432,926.5,8.267000198364258,45410,65.38819961547851
Lifeguard Dock DataPod™,20:52 11/05/2024,3.130000114440918,924,8.267999649047852,45570,65.1740005493164
Lifeguard Dock DataPod™,20:22 11/05/2024,3.180000066757202,908.5999755859375,8.133999824523926,45270,65.28020057678222
Lifeguard Dock DataPod™,19:52 11/05/2024,3.150000095367432,1004.5,7.215000152587891,43130,65.02639923095704
Lifeguard Dock DataPod™,19:22 11/05/2024,3,980.4000244140625,7.510000228881836,44820,64.68979873657226
Lifeguard Dock DataPod™,18:52 11/05/2024,3.079999923706055,979.4000244140625,6.458000183105469,45030,64.44320030212403
Lifeguard Dock DataPod™,18:22 11/05/2024,3.210000038146973,959.2000122070312,8.406000137329102,44960,64.27940101623535
Lifeguard Dock DataPod™,17:52 11/05/2024,3.059999942779541,954.5,8.366000175476074,43970,63.34519920349122
Lifeguard Dock DataPod™,17:22 11/05/2024,2.930000066757202,959.2999877929688,8.489999771118164,43610,62.94379997253418
Lifeguard Dock DataPod™,16:53 11/05/2024,2.839999914169312,1014.700012207031,8.376999855041504,43290,61.96279983520508
Lifeguard Dock DataPod™,16:23 11/05/2024,2.759999990463257,1020,8.559000015258789,43560,61.77559967041016
Lifeguard Dock DataPod™,15:53 11/05/2024,2.72000002861023,1020,8.644000053405762,43270,61.287799835205085
Lifeguard Dock DataPod™,15:23 11/05/2024,2.569999933242798,1020,8.449000358581543,41070,61.31840019226074
Lifeguard Dock DataPod™,14:53 11/05/2024,2.400000095367432,1020,8.418000221252441,40230,61.51459884643555
Lifeguard Dock DataPod™,14:23 11/05/2024,2.349999904632568,1020,8.430000305175781,40410,61.22659912109375
Lifeguard Dock DataPod™,13:53 11/05/2024,2.380000114440918,689.7000122070312,8.645000457763672,40500,61.11319961547851
Lifeguard Dock DataPod™,13:23 11/05/2024,2.440000057220459,528.5999755859375,8.52400016784668,39310,60.52279949188232
Lifeguard Dock DataPod™,12:54 11/05/2024,2.319999933242798,528.2999877929688,8.730999946594238,40680,61.064598846435544
Lifeguard Dock DataPod™,12:24 11/05/2024,2.319999933242798,529.2999877929688,8.470000267028809,40370,62.22019920349122
Lifeguard Dock DataPod™,11:54 11/05/2024,2.299999952316284,531.2999877929688,8.593000411987305,41650,62.62880134582519
Lifeguard Dock DataPod™,11:24 11/05/2024,2.25,533.4000244140625,8.479000091552734,39340,62.97260131835938
Lifeguard Dock DataPod™,10:54 11/05/2024,2.299999952316284,532.2999877929688,8.48900032043457,39840,63.001399230957034
Lifeguard Dock DataPod™,10:24 11/05/2024,2.259999990463257,532.4000244140625,8.345000267028809,40060,63.05
Lifeguard Dock DataPod™,09:54 11/05/2024,2.299999952316284,532.0999755859375,8.640000343322754,38810,63.154401016235354
Lifeguard Dock DataPod™,09:25 11/05/2024,2.390000104904175,533.4000244140625,8.694000244140625,39190,63.50179901123046
Lifeguard Dock DataPod™,08:55 11/05/2024,2.390000104904175,535.0999755859375,8.515999794006348,38730,63.74840087890625
Lifeguard Dock DataPod™,08:25 11/05/2024,2.490000009536743,538.0999755859375,8.708000183105469,39780,63.97159843444824
Lifeguard Dock DataPod™,07:55 11/05/2024,2.309999942779541,540.2000122070312,8.477999687194824,38910,63.28759994506835
Lifeguard Dock DataPod™,07:25 11/05/2024,2.400000095367432,540.2999877929688,8.597000122070312,38440,63.23540115356445
Lifeguard Dock DataPod™,06:55 11/05/2024,3.150000095367432,538.9000244140625,8.519000053405762,38270,63.65480079650878
Lifeguard Dock DataPod™,06:25 11/05/2024,2.559999942779541,548.0999755859375,8.57800006866455,39790,64.91299972534179
Lifeguard Dock DataPod™,05:56 11/05/2024,2.579999923706055,550.2999877929688,8.581999778747559,42570,64.64479942321778
Lifeguard Dock DataPod™,05:26 11/05/2024,2.539999961853027,555.5999755859375,8.46399974822998,39680,64.37300109863281
Lifeguard Dock DataPod™,04:56 11/05/2024,2.609999895095825,554.5999755859375,8.50100040435791,41490,65.15420112609863
Lifeguard Dock DataPod™,04:26 11/05/2024,2.650000095367432,557.2999877929688,8.54800033569336,41520,65.1379997253418
Lifeguard Dock DataPod™,03:56 11/05/2024,2.759999990463257,561.7999877929688,8.48900032043457,40500,65.0641990661621
Lifeguard Dock DataPod™,03:26 11/05/2024,2.529999971389771,563.7000122070312,8.526000022888184,41040,65.1848014831543
Lifeguard Dock DataPod™,02:56 11/05/2024,3.009999990463257,573.0999755859375,8.461000442504883,40620,65.29820098876954
Lifeguard Dock DataPod™,02:26 11/05/2024,3.170000076293945,599.2999877929688,8.557000160217285,40100,65.45480079650878
Lifeguard Dock DataPod™,01:56 11/05/2024,3.230000019073486,656,8.45199966430664,39770,65.48179969787597
Lifeguard Dock DataPod™,01:27 11/05/2024,3.390000104904175,773.0999755859375,8.388999938964844,40290,65.6761993408203
Lifeguard Dock DataPod™,00:57 11/05/2024,3.640000104904175,889.2999877929688,8.425000190734863,40920,65.86879997253418
Lifeguard Dock DataPod™,00:27 11/05/2024,4.119999885559082,904,8.401000022888184,42220,66.08660049438475
Lifeguard Dock DataPod™,23:57 11/04/2024,6.150000095367432,909.9000244140625,8.486000061035156,44490,66.28640060424804
Lifeguard Dock DataPod™,23:27 11/04/2024,4.159999847412109,973.0999755859375,8.475000381469727,45190,66.21259994506835
Lifeguard Dock DataPod™,22:57 11/04/2024,4.059999942779541,976.5999755859375,8.427000045776367,45280,65.93899917602539
Lifeguard Dock DataPod™,22:27 11/04/2024,3.72000002861023,841.4000244140625,8.522000312805176,45750,65.67799835205079
Lifeguard Dock DataPod™,21:57 11/04/2024,3.309999942779541,825.7000122070312,8.26099967956543,45650,65.44579887390137
Lifeguard Dock DataPod™,21:28 11/04/2024,3.119999885559082,854.7999877929688,8.29699993133545,45640,65.32159843444823
Lifeguard Dock DataPod™,20:58 11/04/2024,3.140000104904175,872.7999877929688,8.184000015258789,45530,65.14340019226074
Lifeguard Dock DataPod™,20:28 11/04/2024,3.019999980926514,933.5,7.202000141143799,45250,64.93819961547851
Lifeguard Dock DataPod™,19:58 11/04/2024,3.029999971389771,901.2999877929688,7.086999893188477,45120,64.77980079650878
Lifeguard Dock DataPod™,19:28 11/04/2024,3,907.5,7.120999813079834,44840,64.40179901123047
Lifeguard Dock DataPod™,18:58 11/04/2024,3.049999952316284,893.4000244140625,7.412000179290772,44870,64.32980079650878
Lifeguard Dock DataPod™,18:28 11/04/2024,3.119999885559082,911,8.369999885559082,39380,64.0490005493164
Lifeguard Dock DataPod™,17:58 11/04/2024,2.950000047683716,901.5,8.503000259399414,44800,63.751998901367195
Lifeguard Dock DataPod™,17:28 11/04/2024,2.890000104904175,939.2000122070312,8.331000328063965,44770,63.56660118103027
Lifeguard Dock DataPod™,16:59 11/04/2024,2.839999914169312,943.2999877929688,8.397000312805176,44650,63.17960090637207
Lifeguard Dock DataPod™,16:29 11/04/2024,2.930000066757202,968.5999755859375,8.026000022888184,44060,63.10219879150391
Lifeguard Dock DataPod™,15:59 11/04/2024,2.769999980926514,1003.900024414063,8.26099967956543,43190,62.74399986267089
Lifeguard Dock DataPod™,15:29 11/04/2024,2.809999942779541,1020,8.440999984741211,43780,62.92579956054688
Lifeguard Dock DataPod™,14:59 11/04/2024,2.589999914169312,1020,8.404999732971191,43440,62.378601455688475
Lifeguard Dock DataPod™,14:29 11/04/2024,2.369999885559082,1020,8.40999984741211,43560,62.1608009338379
Lifeguard Dock DataPod™,13:59 11/04/2024,3.299999952316284,775,8.39799976348877,43390,61.51459884643555
Lifeguard Dock DataPod™,13:29 11/04/2024,2.440000057220459,523.0999755859375,8.416000366210938,41390,61.527198791503906
Lifeguard Dock DataPod™,13:00 11/04/2024,2.450000047683716,520.0999755859375,8.293000221252441,43330,61.62440032958985
Lifeguard Dock DataPod™,12:30 11/04/2024,2.47000002861023,519.4000244140625,8.420999526977539,43440,61.67119865417481
Lifeguard Dock DataPod™,12:00 11/04/2024,2.269999980926514,515.7999877929688,8.680000305175781,42740,62.22200164794921
Lifeguard Dock DataPod™,11:30 11/04/2024,2.269999980926514,516.0999755859375,8.258000373840332,43550,62.35340156555176
Lifeguard Dock DataPod™,11:00 11/04/2024,2.430000066757202,515.7999877929688,8.355999946594238,43760,63.81319961547851
Lifeguard Dock DataPod™,10:30 11/04/2024,2.410000085830689,515.7999877929688,8.675999641418457,43510,64.11020126342774
Lifeguard Dock DataPod™,10:00 11/04/2024,2.420000076293945,516.9000244140625,8.6850004196167,43140,63.85819892883301
Lifeguard Dock DataPod™,09:31 11/04/2024,2.369999885559082,510.8999938964844,8.57800006866455,42970,63.36319961547851
Lifeguard Dock DataPod™,09:01 11/04/2024,2.539999961853027,511.2999877929688,8.010000228881836,43040,65.2261993408203
Lifeguard Dock DataPod™,08:31 11/04/2024,2.480000019073486,517.0999755859375,8.71500015258789,42540,64.02920112609863
Lifeguard Dock DataPod™,08:01 11/04/2024,2.880000114440918,520.2000122070312,8.35099983215332,44640,65.78239936828614
Lifeguard Dock DataPod™,07:31 11/04/2024,2.450000047683716,524.2999877929688,8.477999687194824,40760,63.721398544311526
Lifeguard Dock DataPod™,07:01 11/04/2024,2.390000104904175,525.9000244140625,8.708999633789062,38400,63.80239868164063
Lifeguard Dock DataPod™,06:31 11/04/2024,2.700000047683716,526.5,8.470000267028809,38310,63.98239936828613
Lifeguard Dock DataPod™,06:02 11/04/2024,3.200000047683716,528.5,8.697999954223633,38440,64.25779914855957
Lifeguard Dock DataPod™,05:32 11/04/2024,2.579999923706055,533,8.708999633789062,38390,64.16959953308105
Lifeguard Dock DataPod™,05:02 11/04/2024,2.670000076293945,538.4000244140625,8.694999694824219,37980,65.46559829711914
Lifeguard Dock DataPod™,04:32 11/04/2024,2.700000047683716,540.7999877929688,8.701000213623047,38640,65.42960090637207
Lifeguard Dock DataPod™,04:02 11/04/2024,2.819999933242798,545.7999877929688,8.369000434875488,38390,65.38460159301758
Lifeguard Dock DataPod™,03:32 11/04/2024,2.809999942779541,559.4000244140625,8.619000434875488,37370,65.69960021972656
Lifeguard Dock DataPod™,03:02 11/04/2024,2.900000095367432,580.0999755859375,8.654000282287598,37030,66.06140060424805
Lifeguard Dock DataPod™,02:32 11/04/2024,4.489999771118164,630,8.656000137329102,37410,65.98399848937989
Lifeguard Dock DataPod™,02:02 11/04/2024,3.240000009536743,673.5,8.585000038146973,40320,66.20179901123046
Lifeguard Dock DataPod™,01:33 11/04/2024,3.289999961853027,758.7999877929688,8.644000053405762,37310,66.29360008239746
Lifeguard Dock DataPod™,01:03 11/04/2024,3.529999971389771,931.5,8.241999626159668,39710,66.46820030212402
Lifeguard Dock DataPod™,00:33 11/04/2024,4.389999866485596,955,8.331000328063965,41060,66.56539840698241
Lifeguard Dock DataPod™,00:03 11/04/2024,4.090000152587891,933.7000122070312,8.229000091552734,41550,66.69860076904297
Lifeguard Dock DataPod™,23:33 11/03/2024,4.309999942779541,925.5,8.477999687194824,44830,66.7021987915039
Lifeguard Dock DataPod™,23:03 11/03/2024,4.139999866485596,880.5,8.513999938964844,45510,66.45380134582518
Lifeguard Dock DataPod™,22:33 11/03/2024,3.579999923706055,905.5999755859375,8.449000358581543,45690,66.25940170288085
Lifeguard Dock DataPod™,22:04 11/03/2024,4.78000020980835,898,8.553000450134277,45430,65.98759994506835
Lifeguard Dock DataPod™,21:34 11/03/2024,3.240000009536743,903.4000244140625,8.324000358581543,45300,65.73560104370117
Lifeguard Dock DataPod™,21:04 11/03/2024,3.170000076293945,917.9000244140625,7.626999855041504,45490,65.63120002746582
Lifeguard Dock DataPod™,20:34 11/03/2024,3.119999885559082,912.7999877929688,7.302000045776367,43860,65.82559967041016
Lifeguard Dock DataPod™,20:04 11/03/2024,3.190000057220459,918.2999877929688,7.294000148773193,44610,65.83100013732911
Lifeguard Dock DataPod™,19:34 11/03/2024,3.049999952316284,954.0999755859375,7.163000106811523,41600,65.51959953308106
Lifeguard Dock DataPod™,19:04 11/03/2024,2.980000019073486,923,6.910999774932861,43790,65.36479873657225
Lifeguard Dock DataPod™,18:34 11/03/2024,3.009999990463257,920.0999755859375,8.355999946594238,44290,64.91299972534179
Lifeguard Dock DataPod™,18:04 11/03/2024,3.170000076293945,931.9000244140625,8.404999732971191,43940,65.22440032958984
Lifeguard Dock DataPod™,17:35 11/03/2024,2.990000009536743,969,8.260000228881836,43250,63.32900123596192
Lifeguard Dock DataPod™,17:05 11/03/2024,2.950000047683716,1009.799987792969,8.267999649047852,41160,62.96899986267089
Lifeguard Dock DataPod™,16:35 11/03/2024,2.910000085830689,1020,8.329999923706055,43800,62.55859870910644
Lifeguard Dock DataPod™,16:05 11/03/2024,2.809999942779541,1020,8.618000030517578,42940,62.15540046691894
Lifeguard Dock DataPod™,15:35 11/03/2024,2.789999961853027,1020,8.430999755859375,43650,62.44340019226074
Lifeguard Dock DataPod™,15:05 11/03/2024,2.789999961853027,1020,8.35200023651123,42510,62.22200164794921
Lifeguard Dock DataPod™,14:35 11/03/2024,2.200000047683716,1020,8.5,42100,62.56939964294433
Lifeguard Dock DataPod™,14:06 11/03/2024,2.359999895095825,865.2000122070312,7.967999935150147,42330,62.3858009338379
Lifeguard Dock DataPod™,13:36 11/03/2024,2.170000076293945,514.5999755859375,8.425999641418457,41750,62.36780052185058
Lifeguard Dock DataPod™,13:06 11/03/2024,2.650000095367432,509.6000061035156,8.413000106811523,42550,62.38219947814942
Lifeguard Dock DataPod™,12:36 11/03/2024,2.130000114440918,510.1000061035156,8.256999969482422,43150,62.68819961547851
